,Page,Members,Message,Date,Interactions
393,Bala Murugan,2 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/Cx7tfescbJ","May 13, 2020",0
394,Chaminda Wijetilleke,410 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
395,Rodrigo Crouchett B,236 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
396,Laurentiu Simionescu,,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE https://ift.tt/2Z09HEE","May 13, 2020",0
397,Nathanael Durbin,500 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
398,snowjag,73 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
399,Keith Gill,"14,007 Followers","""Get Ready for a Vaccine Information War"" via NYT https://ift.tt/2Z09HEE @DigitalKeith https://t.co/g4z309khsc","May 13, 2020",0
400,Randy Sim,258 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/ESy7EOwoxn","May 13, 2020",0
401,Mik Sasot,"1,238 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/3HrgtDe32F","May 13, 2020",0
402,Chris Red,29 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/b2BkFkdcN6","May 13, 2020",0
403,Guy Weber,293 Followers,"""Get Ready for a Vaccine Information War"" https://ift.tt/2Z09HEE #NYT #Technology https://t.co/5GAkPfok33","May 13, 2020",0
404,Rapid News,305 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
405,assodigitale,"1,833 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
406,MOB4,265 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/VFEvZLb8EK","May 13, 2020",0
407,Pratham Mhatre,154 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/HmXhPerMAJ","May 13, 2020",0
408,Tech Bytes,154 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?partner=IFTTT","May 13, 2020",0
409,rmnstr,208 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/jdN8RfvRuT","May 13, 2020",0
410,おう　じゅんき,7 Followers,"Just found this! ""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/Y8rRECzgZy","May 13, 2020",0
411,José Antonio,110 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/zejsWPxv2U","May 13, 2020",0
412,Digitello Maroc,93 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
413,Robert Stuning,95 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
414,T3CHNRD,233 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
415,IT & Telecoms,"2,496 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE v/ @nytimes https://ift.tt/2Z09HEE","May 13, 2020",0
416,Nathan McCartney 📎,295 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://j.mp/2Wtihdy (May 13, 2020 at 10:00AM)","May 13, 2020",0
417,Dennis Patel,"2,961 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/Fmrnfr2NDC","May 13, 2020",0
418,Francesco MOSCA,58 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE ( Autonomously posted via IFTTT)","May 13, 2020",0
419,David Miller,83 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
420,STAYING HOME SAVES LIVES,829 Followers,"""What if we get a Covid-19 vaccine and half the country refuses to take it?” Shiiiiiiiit. https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html","May 13, 2020",0
421,LombMart Inc.,322 Followers,"""Get Ready for a Vaccine Information War"" https://ift.tt/2Z09HEE For more article check out our blog https://ift.tt/1tBoW1L","May 13, 2020",0
422,smartoptimus,39 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
423,Saulo Avelar,288 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
424,Varun Gupta,"4,532 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
425,Shreyans,241 Followers,"""Get Ready for a Vaccine Information War"" Read More: https://ift.tt/2Z09HEE #Tech #TechNews #GlobalUpdates https://t.co/dUuygVVFIH","May 13, 2020",0
426,Sp1ke McKay,"2,844 Followers","Oh hey, the TIMES is talking tech again! ""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
427,antonio pavolini,996 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
428,Rachel Tobias,"1,438 Followers",@MonicaPerezShow @RTRTruthMedia @MonicaPerezShow @ImperatorTruth @RyDawson2 https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
429,Alexander Hinojosa,599 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/eFK6SkBHCz","May 13, 2020",0
430,Chعtān म्ह:puskār,594 Followers,"#tēक :: ""Get Ready for a Vaccine Information War"" https://nyti.ms/3fMXU2r","May 13, 2020",0
431,Mike Holp,"4,462 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/cEvjsPtF5L","May 13, 2020",0
432,Atif Akram,675 Followers,"#MakeBiz #Tech ""Get Ready for a Vaccine Information War"" by @NYTimes https://ift.tt/2Z09HEE https://t.co/ES74xkLA5M","May 13, 2020",0
433,Jewels Dawson,70 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/dl5fghEyYm","May 13, 2020",0
434,Chris Camden,394 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/GKuu5EEWD6","May 13, 2020",0
435,Michael Clark,29 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/QtaZc4WXnZ","May 13, 2020",0
436,digi:Marketing,26 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://4dm.in/3cG8uGV","May 13, 2020",0
437,Dominick A. Curatola,287 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/dz8qsSI8Yq","May 13, 2020",0
438,Xavier Nau,338 Followers,"""Get Ready for a Vaccine Information War"" https://ift.tt/2Z09HEE https://t.co/jdBJnCNiLV","May 13, 2020",0
439,Eva Navarro,56 Followers,"""Get Ready for a Vaccine Information War"" https://ift.tt/2T3Sg2j https://ift.tt/2Z09HEE","May 13, 2020",0
440,Namekart,"26,413 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE #tech","May 13, 2020",0
441,Manish Kanojia,"3,410 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/eKKkfHYRex","May 13, 2020",0
442,Athul Raj,98 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
443,TLWNewsPump,213 Followers,"NYT: ""Get Ready for a Vaccine Information War"" https://ift.tt/2Z09HEE","May 13, 2020",0
444,Demian Bulwa,"7,494 Followers","""The other night, midway through watching a clip from “Plandemic,” I had a terrifying thought: What if we get a Covid-19 vaccine and half the country refuses to take it?"" -- @kevinroose https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?smid=tw-share","May 13, 2020",0
445,webdealsja,305 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/GSoesr4EbH","May 13, 2020",0
446,ed_agosto,188 Followers,"New article in NYT: ""Get Ready for a Vaccine Information War"" more info: https://ift.tt/2Z09HEE","May 13, 2020",0
447,GratiHost.com,29 Followers,"http://GratiHost.com: ""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
448,LoteDigital.com.au,962 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
449,Business Solutions,"5,054 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
450,AZ Technologies,42 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT Vaccination and Immunization, Coronavirus (2019-nCoV), Social Media, Rumors and Misinformation, Medicine and Health, Fringe Groups and Movements https://ift.tt/2Z09HEE https://t.co/C1lARVDRFQ","May 13, 2020",0
451,Keith Nelson,591 Followers,"#MakeBiz #Tech #VistemSolutions ""Get Ready for a Vaccine Information War"" by @NYTimes https://ift.tt/2Z09HEE https://t.co/wfASeNuXME","May 13, 2020",0
452,NewsBot,36 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/VKP9uI2iva","May 13, 2020",0
453,rmnstr,208 Followers,"#MakeBiz #Tech ""Get Ready for a Vaccine Information War"" by @NYTimes https://ift.tt/2Z09HEE https://t.co/fDB9ZC2U2p","May 13, 2020",0
454,Agribusiness360,"1,712 Followers","Here - ""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE #Agribusiness #Investor #Nigeria","May 13, 2020",0
455,Paulo Braga Prado,820 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://nyti.ms/2YZc1vN","May 13, 2020",0
456,Irving PALAFOX,233 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/bxNtCH7y7Z","May 13, 2020",0
457,Steve Sharp,666 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/OgQkVoNbCd","May 13, 2020",0
458,Akhil Sharmaa,"10,098 Followers","""Get Ready for a Vaccine Information War"" via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
459,Alex Herrey,7 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/WmlPyvExnq","May 13, 2020",0
460,Michael Miller,381 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/7rD8TloSLe","May 13, 2020",0
461,R R,165 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/h5M37hPBjA","May 13, 2020",0
462,Sandra C.,160 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/9D7lkT4yGd","May 13, 2020",0
463,Easy Does I.T.,1 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/uTKxeOUOi6","May 13, 2020",0
464,Maurici Alvarez,736 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE #TIMBETA #BETAAJUDABETA #BETA https://t.co/pMPTEvla4U","May 13, 2020",0
465,Chris Red,29 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
466,Frank Walle,866 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
467,Suhaib Hassan,201 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
468,Silvia Killingsworth,"16,835 Followers",via https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 13, 2020",0
469,Sara Maldonado,419 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/mlWClLii5j","May 13, 2020",0
470,ecminstructionalsyst,302 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/ngx37pKOpS","May 13, 2020",0
471,Mr Rossi-Anderson 🖊️ Media As...,"2,043 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/MCrOWU23cV","May 13, 2020",0
472,Ossy Ilumah,"3,176 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/t6H0SZds5n","May 13, 2020",0
473,De La Parra Mobile Solutions,"1,336 Followers","""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/8qlAg6nIo2","May 13, 2020",0
474,HBC,90 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE","May 13, 2020",0
475,Herbert Telieps,742 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
476,Ankur,79 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
477,V Ana,3 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
478,سعدُ,34 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT New York Times https://ift.tt/2Z09HEE","May 13, 2020",0
479,Rinku Baro,15 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://nyti.ms/2Z0OpqM https://t.co/GYAGICH94O","May 13, 2020",0
480,Ali Harris,228 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/ISXtjIGOnh","May 13, 2020",0
481,Chris Camden,394 Followers,"""Get Ready for a Vaccine Information War"" by BY KEVIN ROOSE via NYT https://ift.tt/2Z09HEE https://t.co/m9CJLMXUph","May 13, 2020",0
